Source;Target
CHINA;Governanca, Gestao e Impacto Social
ITALY;Assistencia Virtual e Educacao
TAIWAN;Assistencia Virtual e Educacao
SPAIN;Assistencia Virtual e Educacao
NIGERIA;Assistencia Virtual e Educacao
CHINA;Mercado Risco e Previsao
VENEZUELA;IA: Arquiteturas e Metodos
CHINA;Mercado Risco e Previsao
TURKIYE;Diagnostico e Protecao Fitossanitaria
CHINA;Assistencia Virtual e Educacao
CHINA;IA: Arquiteturas e Metodos
KOREA;Assistencia Virtual e Educacao
CANADA;Mercado Risco e Previsao
CHINA;Mercado Risco e Previsao
BANGLADESH;Mercado Risco e Previsao
ITALY;Cadeia Produtiva e Qualidade
TUNISIA;Mercado Risco e Previsao
CHINA;Assistencia Virtual e Educacao
BRAZIL;IA: Arquiteturas e Metodos
INDIA;Assistencia Virtual e Educacao
SINGAPORE;Assistencia Virtual e Educacao
CHINA;Mercado Risco e Previsao
CHINA;IoT e Sensores
ENGLAND;Diagnostico e Protecao Fitossanitaria
CHINA;Robotica e Mecanizacao
USA;Assistencia Virtual e Educacao
ARABIA;Diagnostico e Protecao Fitossanitaria
INDIA;Diagnostico e Protecao Fitossanitaria
INDIA;Assistencia Virtual e Educacao
AUSTRALIA;Visao Computacional e Fenotipagem
INDIA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
CHINA;Mercado Risco e Previsao
THAILAND;Agricultura de Precisao e Cultivo
CHINA;Assistencia Virtual e Educacao
BRAZIL;Assistencia Virtual e Educacao
CHINA;Diagnostico e Protecao Fitossanitaria
AFRICA;Assistencia Virtual e Educacao
SLOVAKIA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
AUSTRIA;Agricultura de Precisao e Cultivo
ZEALAND;IA: Arquiteturas e Metodos
BANGLADESH;Assistencia Virtual e Educacao
SPAIN;Mercado Risco e Previsao
BRAZIL;Mercado Risco e Previsao
CANADA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
USA;Mercado Risco e Previsao
GERMANY;IA: Arquiteturas e Metodos
PAKISTAN;Ruido
JAPAN;Robotica e Mecanizacao
TURKIYE;Mercado Risco e Previsao
TAIWAN;IoT e Sensores
Nao Informado;Assistencia Virtual e Educacao
CHINA;Mercado Risco e Previsao
BRAZIL;Mercado Risco e Previsao
ITALY;Assistencia Virtual e Educacao
SPAIN;IA: Arquiteturas e Metodos
USA;Ruido
GREECE;Robotica e Mecanizacao
USA;Ruido
UGANDA;Assistencia Virtual e Educacao
RUSSIA;Assistencia Virtual e Educacao
USA;Diagnostico e Protecao Fitossanitaria
USA;Ruido
ENGLAND;Mercado Risco e Previsao
MALAYSIA;Assistencia Virtual e Educacao
EGYPT;Visao Computacional e Fenotipagem
INDIA;Diagnostico e Protecao Fitossanitaria
INDIA;Clima, Solo e Meio Ambiente
JORDAN;IoT e Sensores
MOZAMBIQUE;Assistencia Virtual e Educacao
INDIA;Diagnostico e Protecao Fitossanitaria
INDIA;Assistencia Virtual e Educacao
INDIA;Ruido
GERMANY;Assistencia Virtual e Educacao
USA;Diagnostico e Protecao Fitossanitaria
USA;Diagnostico e Protecao Fitossanitaria
VIETNAM;Assistencia Virtual e Educacao
CHINA;Mercado Risco e Previsao
NETHERLANDS;Robotica e Mecanizacao
ENGLAND;Mercado Risco e Previsao
FRANCE;Governanca, Gestao e Impacto Social
SPAIN;Mercado Risco e Previsao
USA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
IRAN;Assistencia Virtual e Educacao
SPAIN;Robotica e Mecanizacao
MEXICO;Assistencia Virtual e Educacao
KOREA;Assistencia Virtual e Educacao
CHINA;Mercado Risco e Previsao
USA;Cadeia Produtiva e Qualidade
AUSTRALIA;Assistencia Virtual e Educacao
CHINA;IA: Arquiteturas e Metodos
CHINA;Assistencia Virtual e Educacao
IRAN;Mercado Risco e Previsao
USA;Mercado Risco e Previsao
CHINA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
GERMANY;Mercado Risco e Previsao
CHINA;Assistencia Virtual e Educacao
ENGLAND;Assistencia Virtual e Educacao
NORWAY;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
CANADA;Robotica e Mecanizacao
CHINA;Mercado Risco e Previsao
LIBYA;Diagnostico e Protecao Fitossanitaria
CHINA;Visao Computacional e Fenotipagem
COLOMBIA;Diagnostico e Protecao Fitossanitaria
FIJI;Governanca, Gestao e Impacto Social
AUSTRALIA;Governanca, Gestao e Impacto Social
BRAZIL;Visao Computacional e Fenotipagem
BRAZIL;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
NORWAY;Recursos Hidricos
CANADA;Mercado Risco e Previsao
KENYA;Assistencia Virtual e Educacao
NORWAY;Assistencia Virtual e Educacao
FINLAND;Governanca, Gestao e Impacto Social
INDIA;Assistencia Virtual e Educacao
JAPAN;IoT e Sensores
TURKIYE;Assistencia Virtual e Educacao
GERMANY;Assistencia Virtual e Educacao
TURKEY;Diagnostico e Protecao Fitossanitaria
SPAIN;Mercado Risco e Previsao
JAPAN;Mercado Risco e Previsao
USA;Robotica e Mecanizacao
ARABIA;Mercado Risco e Previsao
SPAIN;Diagnostico e Protecao Fitossanitaria
INDONESIA;Mercado Risco e Previsao
GERMANY;Diagnostico e Protecao Fitossanitaria
GERMANY;Agricultura de Precisao e Cultivo
TURKIYE;Assistencia Virtual e Educacao
POLAND;Assistencia Virtual e Educacao
INDIA;Clima, Solo e Meio Ambiente
INDIA;Assistencia Virtual e Educacao
USA;IA: Arquiteturas e Metodos
CHINA;IoT e Sensores
INDIA;Assistencia Virtual e Educacao
ZAMBIA;Diagnostico e Protecao Fitossanitaria
BRAZIL;Diagnostico e Protecao Fitossanitaria
MOROCCO;Assistencia Virtual e Educacao
RUSSIA;Ruido
CHINA;Diagnostico e Protecao Fitossanitaria
SPAIN;Mercado Risco e Previsao
CHINA;Assistencia Virtual e Educacao
BRAZIL;Assistencia Virtual e Educacao
ECUADOR;Diagnostico e Protecao Fitossanitaria
AUSTRALIA;Assistencia Virtual e Educacao
CHINA;Mercado Risco e Previsao
TAIWAN;Assistencia Virtual e Educacao
USA;Robotica e Mecanizacao
USA;Assistencia Virtual e Educacao
PAKISTAN;Assistencia Virtual e Educacao
CHINA;Mercado Risco e Previsao
TAIWAN;Robotica e Mecanizacao
INDIA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
ENGLAND;Robotica e Mecanizacao
INDIA;Assistencia Virtual e Educacao
CHINA;Mercado Risco e Previsao
KOREA;Visao Computacional e Fenotipagem
IRAN;Assistencia Virtual e Educacao
USA;IoT e Sensores
INDIA;Assistencia Virtual e Educacao
THAILAND;Recursos Hidricos
INDIA;Assistencia Virtual e Educacao
CHINA;Mercado Risco e Previsao
EGYPT;Assistencia Virtual e Educacao
USA;Clima, Solo e Meio Ambiente
SPAIN;Mercado Risco e Previsao
TAIWAN;Assistencia Virtual e Educacao
INDIA;Ruido
BRAZIL;Diagnostico e Protecao Fitossanitaria
KOREA;Mercado Risco e Previsao
NIGERIA;Agricultura de Precisao e Cultivo
CHINA;Diagnostico e Protecao Fitossanitaria
INDIA;Mercado Risco e Previsao
NIGERIA;Ruido
EGYPT;Ruido
CHINA;Ruido
ARGENTINA;Diagnostico e Protecao Fitossanitaria
BULGARIA;Ruido
AUSTRALIA;Ruido
USA;Ruido
FRANCE;Ruido
DENMARK;Mercado Risco e Previsao
KOREA;Assistencia Virtual e Educacao
RUSSIA;Cadeia Produtiva e Qualidade
AUSTRALIA;Assistencia Virtual e Educacao
JAPAN;Visao Computacional e Fenotipagem
TURKIYE;Assistencia Virtual e Educacao
GERMANY;Agricultura de Precisao e Cultivo
MALAYSIA;Assistencia Virtual e Educacao
KOREA;Assistencia Virtual e Educacao
MEXICO;Cadeia Produtiva e Qualidade
INDIA;Ruido
SPAIN;Assistencia Virtual e Educacao
FRANCE;Assistencia Virtual e Educacao
ROMANIA;Diagnostico e Protecao Fitossanitaria
CHINA;Assistencia Virtual e Educacao
USA;IA: Arquiteturas e Metodos
BRAZIL;Assistencia Virtual e Educacao
GERMANY;Assistencia Virtual e Educacao
BRAZIL;IA: Arquiteturas e Metodos
GERMANY;IA: Arquiteturas e Metodos
ITALY;Governanca, Gestao e Impacto Social
INDIA;Diagnostico e Protecao Fitossanitaria
OMAN;Diagnostico e Protecao Fitossanitaria
GERMANY;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
SPAIN;Clima, Solo e Meio Ambiente
CHINA;Assistencia Virtual e Educacao
GERMANY;Assistencia Virtual e Educacao
JORDAN;Assistencia Virtual e Educacao
NETHERLANDS;Robotica e Mecanizacao
PERU;Assistencia Virtual e Educacao
ITALY;Assistencia Virtual e Educacao
GREECE;Clima, Solo e Meio Ambiente
SERBIA;Assistencia Virtual e Educacao
USA;Mercado Risco e Previsao
INDIA;Assistencia Virtual e Educacao
CHINA;Mercado Risco e Previsao
TURKIYE;Assistencia Virtual e Educacao
MALAYSIA;Mercado Risco e Previsao
BRAZIL;Diagnostico e Protecao Fitossanitaria
CHINA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
NORWAY;Assistencia Virtual e Educacao
WALES;Clima, Solo e Meio Ambiente
CHINA;Assistencia Virtual e Educacao
PAKISTAN;Mercado Risco e Previsao
CHINA;Assistencia Virtual e Educacao
CHINA;Clima, Solo e Meio Ambiente
THAILAND;Assistencia Virtual e Educacao
SLOVAKIA;Clima, Solo e Meio Ambiente
VIETNAM;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
ITALY;Diagnostico e Protecao Fitossanitaria
MOROCCO;Assistencia Virtual e Educacao
SPAIN;Diagnostico e Protecao Fitossanitaria
INDIA;Assistencia Virtual e Educacao
ITALY;Robotica e Mecanizacao
AUSTRALIA;Assistencia Virtual e Educacao
RUSSIA;Assistencia Virtual e Educacao
CANADA;Assistencia Virtual e Educacao
SPAIN;Assistencia Virtual e Educacao
NORWAY;Mercado Risco e Previsao
PORTUGAL;Assistencia Virtual e Educacao
SPAIN;Clima, Solo e Meio Ambiente
FRANCE;IA: Arquiteturas e Metodos
ITALY;Assistencia Virtual e Educacao
IRAN;Mercado Risco e Previsao
SINGAPORE;Cadeia Produtiva e Qualidade
MOROCCO;Assistencia Virtual e Educacao
FRANCE;IA: Arquiteturas e Metodos
USA;Governanca, Gestao e Impacto Social
CHINA;Assistencia Virtual e Educacao
AUSTRALIA;Assistencia Virtual e Educacao
KOREA;Assistencia Virtual e Educacao
ITALY;Assistencia Virtual e Educacao
GERMANY;Diagnostico e Protecao Fitossanitaria
POLAND;Clima, Solo e Meio Ambiente
NORWAY;Assistencia Virtual e Educacao
CHINA;IoT e Sensores
SCOTLAND;Clima, Solo e Meio Ambiente
PAKISTAN;Assistencia Virtual e Educacao
CHINA;Ruido
CHINA;Assistencia Virtual e Educacao
CANADA;Assistencia Virtual e Educacao
TURKIYE;Assistencia Virtual e Educacao
BANGLADESH;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
SERBIA;Ruido
USA;Ruido
AUSTRIA;Clima, Solo e Meio Ambiente
AUSTRALIA;IA: Arquiteturas e Metodos
TURKIYE;Assistencia Virtual e Educacao
KOREA;Assistencia Virtual e Educacao
USA;Diagnostico e Protecao Fitossanitaria
CANADA;Governanca, Gestao e Impacto Social
EGYPT;Assistencia Virtual e Educacao
CHINA;Diagnostico e Protecao Fitossanitaria
BRAZIL;Visao Computacional e Fenotipagem
ENGLAND;Ruido
CHINA;Assistencia Virtual e Educacao
INDIA;Ruido
ENGLAND;Governanca, Gestao e Impacto Social
USA;Assistencia Virtual e Educacao
KOREA;Assistencia Virtual e Educacao
TANZANIA;Clima, Solo e Meio Ambiente
USA;Ruido
CHINA;Diagnostico e Protecao Fitossanitaria
CHINA;Ruido
IRAN;Clima, Solo e Meio Ambiente
RICA;Diagnostico e Protecao Fitossanitaria
CHINA;Diagnostico e Protecao Fitossanitaria
CANADA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
ITALY;Diagnostico e Protecao Fitossanitaria
INDIA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
KOREA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
MEXICO;IA: Arquiteturas e Metodos
BRAZIL;Assistencia Virtual e Educacao
IRAN;Mercado Risco e Previsao
GREECE;Assistencia Virtual e Educacao
GERMANY;Recursos Hidricos
CHINA;IA: Arquiteturas e Metodos
AUSTRALIA;Assistencia Virtual e Educacao
TOGO;Diagnostico e Protecao Fitossanitaria
CHINA;Visao Computacional e Fenotipagem
ITALY;Assistencia Virtual e Educacao
MOROCCO;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
CHINA;Diagnostico e Protecao Fitossanitaria
ENGLAND;Assistencia Virtual e Educacao
ITALY;Assistencia Virtual e Educacao
MALAYSIA;Diagnostico e Protecao Fitossanitaria
ENGLAND;Mercado Risco e Previsao
CHINA;Diagnostico e Protecao Fitossanitaria
TURKIYE;Assistencia Virtual e Educacao
FRANCE;IA: Arquiteturas e Metodos
SERBIA;Mercado Risco e Previsao
CHINA;Assistencia Virtual e Educacao
FRANCE;Assistencia Virtual e Educacao
ENGLAND;Visao Computacional e Fenotipagem
BANGLADESH;Assistencia Virtual e Educacao
IRELAND;Diagnostico e Protecao Fitossanitaria
SPAIN;Diagnostico e Protecao Fitossanitaria
SPAIN;Assistencia Virtual e Educacao
EMIRATES;Assistencia Virtual e Educacao
KOREA;Assistencia Virtual e Educacao
THAILAND;Assistencia Virtual e Educacao
ISRAEL;Assistencia Virtual e Educacao
TURKEY;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
KOREA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
BANGLADESH;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
GERMANY;Assistencia Virtual e Educacao
INDIA;IA: Arquiteturas e Metodos
USA;Assistencia Virtual e Educacao
INDIA;Diagnostico e Protecao Fitossanitaria
SPAIN;Assistencia Virtual e Educacao
ECUADOR;Assistencia Virtual e Educacao
TURKIYE;Diagnostico e Protecao Fitossanitaria
SPAIN;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
GERMANY;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
LITHUANIA;Assistencia Virtual e Educacao
CHINA;Mercado Risco e Previsao
TAIWAN;Assistencia Virtual e Educacao
SPAIN;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
AUSTRIA;Assistencia Virtual e Educacao
TAIWAN;Assistencia Virtual e Educacao
RUSSIA;Assistencia Virtual e Educacao
TAIWAN;Diagnostico e Protecao Fitossanitaria
JAPAN;Assistencia Virtual e Educacao
USA;Agricultura de Precisao e Cultivo
TAIWAN;Assistencia Virtual e Educacao
QATAR;Assistencia Virtual e Educacao
CHINA;Mercado Risco e Previsao
IRELAND;Assistencia Virtual e Educacao
EGYPT;IA: Arquiteturas e Metodos
INDIA;Cadeia Produtiva e Qualidade
CHINA;Visao Computacional e Fenotipagem
AUSTRALIA;IA: Arquiteturas e Metodos
KOREA;Assistencia Virtual e Educacao
BRAZIL;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
PAKISTAN;Assistencia Virtual e Educacao
AUSTRALIA;Robotica e Mecanizacao
MALAYSIA;Visao Computacional e Fenotipagem
SPAIN;Governanca, Gestao e Impacto Social
AUSTRALIA;Assistencia Virtual e Educacao
TURKIYE;Governanca, Gestao e Impacto Social
ENGLAND;Robotica e Mecanizacao
SPAIN;Diagnostico e Protecao Fitossanitaria
INDIA;Assistencia Virtual e Educacao
IRAN;Assistencia Virtual e Educacao
CANADA;Mercado Risco e Previsao
KOREA;Assistencia Virtual e Educacao
BANGLADESH;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
USA;Diagnostico e Protecao Fitossanitaria
INDIA;Assistencia Virtual e Educacao
CANADA;Visao Computacional e Fenotipagem
CHINA;Assistencia Virtual e Educacao
ENGLAND;Assistencia Virtual e Educacao
GERMANY;Assistencia Virtual e Educacao
INDIA;Diagnostico e Protecao Fitossanitaria
CHINA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
AUSTRALIA;Assistencia Virtual e Educacao
CHINA;Ruido
POLAND;Assistencia Virtual e Educacao
AUSTRALIA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
CHINA;Visao Computacional e Fenotipagem
VENEZUELA;Assistencia Virtual e Educacao
SPAIN;Diagnostico e Protecao Fitossanitaria
GERMANY;IA: Arquiteturas e Metodos
ZEALAND;Diagnostico e Protecao Fitossanitaria
POLAND;Mercado Risco e Previsao
TAIWAN;Clima, Solo e Meio Ambiente
INDONESIA;Cadeia Produtiva e Qualidade
CHINA;Assistencia Virtual e Educacao
FRANCE;Assistencia Virtual e Educacao
MEXICO;Assistencia Virtual e Educacao
SCOTLAND;Mercado Risco e Previsao
POLAND;Diagnostico e Protecao Fitossanitaria
CHINA;Governanca, Gestao e Impacto Social
CHINA;Robotica e Mecanizacao
CHINA;Diagnostico e Protecao Fitossanitaria
AFRICA;Assistencia Virtual e Educacao
ENGLAND;Assistencia Virtual e Educacao
CHINA;Mercado Risco e Previsao
BELGIUM;Assistencia Virtual e Educacao
CUBA;Robotica e Mecanizacao
FINLAND;Diagnostico e Protecao Fitossanitaria
JAPAN;Assistencia Virtual e Educacao
SPAIN;Assistencia Virtual e Educacao
CANADA;Ruido
ITALY;Assistencia Virtual e Educacao
BANGLADESH;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
INDIA;Mercado Risco e Previsao
CHINA;Mercado Risco e Previsao
MEXICO;Mercado Risco e Previsao
PAKISTAN;Ruido
INDIA;Ruido
USA;Ruido
MALAYSIA;Diagnostico e Protecao Fitossanitaria
JAPAN;Ruido
ENGLAND;Diagnostico e Protecao Fitossanitaria
INDONESIA;Ruido
BRAZIL;Ruido
PAKISTAN;Ruido
PAKISTAN;Ruido
USA;Diagnostico e Protecao Fitossanitaria
USA;Assistencia Virtual e Educacao
USA;Visao Computacional e Fenotipagem
AUSTRALIA;Assistencia Virtual e Educacao
BRAZIL;Diagnostico e Protecao Fitossanitaria
AFRICA;Governanca, Gestao e Impacto Social
EGYPT;Ruido
LANKA;Ruido
CHINA;IA: Arquiteturas e Metodos
INDIA;Diagnostico e Protecao Fitossanitaria
USA;Assistencia Virtual e Educacao
IRAN;IA: Arquiteturas e Metodos
INDIA;Assistencia Virtual e Educacao
CHINA;Visao Computacional e Fenotipagem
ENGLAND;IA: Arquiteturas e Metodos
EGYPT;Ruido
CHINA;Ruido
AUSTRALIA;Ruido
EGYPT;Diagnostico e Protecao Fitossanitaria
BRAZIL;Ruido
USA;Ruido
BRAZIL;Ruido
MEXICO;Ruido
BRAZIL;Ruido
ITALY;Assistencia Virtual e Educacao
INDIA;Robotica e Mecanizacao
CHINA;Assistencia Virtual e Educacao
CHINA;Mercado Risco e Previsao
CANADA;Assistencia Virtual e Educacao
GREECE;Assistencia Virtual e Educacao
CANADA;Assistencia Virtual e Educacao
CHINA;Diagnostico e Protecao Fitossanitaria
AUSTRIA;Assistencia Virtual e Educacao
ENGLAND;Cadeia Produtiva e Qualidade
CHINA;Assistencia Virtual e Educacao
VENEZUELA;Assistencia Virtual e Educacao
CANADA;Clima, Solo e Meio Ambiente
BRAZIL;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
MALAYSIA;Assistencia Virtual e Educacao
CHINA;IoT e Sensores
TAIWAN;Assistencia Virtual e Educacao
ENGLAND;Diagnostico e Protecao Fitossanitaria
SPAIN;Assistencia Virtual e Educacao
MALAYSIA;Diagnostico e Protecao Fitossanitaria
INDIA;Diagnostico e Protecao Fitossanitaria
USA;Assistencia Virtual e Educacao
CHINA;IA: Arquiteturas e Metodos
TAIWAN;Mercado Risco e Previsao
BRUNEI;Assistencia Virtual e Educacao
CHINA;Mercado Risco e Previsao
IRAN;IA: Arquiteturas e Metodos
POLAND;Mercado Risco e Previsao
CHILE;Diagnostico e Protecao Fitossanitaria
BRAZIL;Assistencia Virtual e Educacao
IRAN;Diagnostico e Protecao Fitossanitaria
SINGAPORE;Assistencia Virtual e Educacao
BRAZIL;Diagnostico e Protecao Fitossanitaria
GHANA;Diagnostico e Protecao Fitossanitaria
CHINA;Assistencia Virtual e Educacao
ITALY;Assistencia Virtual e Educacao
FRANCE;Assistencia Virtual e Educacao
USA;Mercado Risco e Previsao
INDIA;Assistencia Virtual e Educacao
IRAN;Mercado Risco e Previsao
GERMANY;Clima, Solo e Meio Ambiente
USA;Diagnostico e Protecao Fitossanitaria
NORWAY;Governanca, Gestao e Impacto Social
CHINA;Diagnostico e Protecao Fitossanitaria
USA;Assistencia Virtual e Educacao
KOREA;Cadeia Produtiva e Qualidade
COLOMBIA;Assistencia Virtual e Educacao
SCOTLAND;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
AUSTRALIA;Assistencia Virtual e Educacao
EGYPT;Mercado Risco e Previsao
AUSTRALIA;Assistencia Virtual e Educacao
INDIA;Diagnostico e Protecao Fitossanitaria
KOREA;Assistencia Virtual e Educacao
KOREA;Clima, Solo e Meio Ambiente
BANGLADESH;Assistencia Virtual e Educacao
SPAIN;Assistencia Virtual e Educacao
TUNISIA;Clima, Solo e Meio Ambiente
USA;Diagnostico e Protecao Fitossanitaria
CHINA;Assistencia Virtual e Educacao
ITALY;Assistencia Virtual e Educacao
BRAZIL;Assistencia Virtual e Educacao
BRAZIL;Assistencia Virtual e Educacao
SPAIN;Mercado Risco e Previsao
INDIA;Mercado Risco e Previsao
SPAIN;Mercado Risco e Previsao
CHINA;Assistencia Virtual e Educacao
EGYPT;IA: Arquiteturas e Metodos
SPAIN;Robotica e Mecanizacao
CHINA;Assistencia Virtual e Educacao
UKRAINE;Diagnostico e Protecao Fitossanitaria
INDIA;Ruido
USA;Visao Computacional e Fenotipagem
PORTUGAL;Robotica e Mecanizacao
INDIA;Ruido
INDIA;Diagnostico e Protecao Fitossanitaria
MN;Ruido
USA;Diagnostico e Protecao Fitossanitaria
ITALY;IA: Arquiteturas e Metodos
FRANCE;Ruido
KAZAKHSTAN;Diagnostico e Protecao Fitossanitaria
SPAIN;Ruido
ITALY;Ruido
NIGERIA;Ruido
CHINA;Diagnostico e Protecao Fitossanitaria
BRAZIL;Ruido
CHINA;Ruido
BRAZIL;Ruido
PAKISTAN;Ruido
INDIA;Ruido
CHINA;Mercado Risco e Previsao
THAILAND;Ruido
USA;Ruido
MEXICO;Ruido
ENGLAND;Diagnostico e Protecao Fitossanitaria
BANGLADESH;Governanca, Gestao e Impacto Social
CHINA;Ruido
MOZAMBIQUE;Ruido
INDIA;Ruido
INDIA;Ruido
NIGERIA;Ruido
BRAZIL;Ruido
EGYPT;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
KOREA;Diagnostico e Protecao Fitossanitaria
BELGIUM;Diagnostico e Protecao Fitossanitaria
CHINA;Assistencia Virtual e Educacao
BANGLADESH;Diagnostico e Protecao Fitossanitaria
GERMANY;Ruido
KENYA;Mercado Risco e Previsao
ITALY;Assistencia Virtual e Educacao
PERU;Assistencia Virtual e Educacao
AUSTRALIA;Assistencia Virtual e Educacao
AUSTRALIA;Assistencia Virtual e Educacao
RUSSIA;Assistencia Virtual e Educacao
MOROCCO;Clima, Solo e Meio Ambiente
INDIA;Ruido
IRELAND;Assistencia Virtual e Educacao
KOREA;Assistencia Virtual e Educacao
PAKISTAN;Assistencia Virtual e Educacao
ALGERIA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
ENGLAND;Assistencia Virtual e Educacao
PHILIPPINES;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
GERMANY;Diagnostico e Protecao Fitossanitaria
SPAIN;Ruido
SERBIA;Assistencia Virtual e Educacao
AUSTRALIA;Robotica e Mecanizacao
GERMANY;Ruido
USA;Diagnostico e Protecao Fitossanitaria
INDIA;Diagnostico e Protecao Fitossanitaria
GEORGIA;Visao Computacional e Fenotipagem
EGYPT;Assistencia Virtual e Educacao
KOREA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
AUSTRALIA;Assistencia Virtual e Educacao
